cc_token;card_read_type;trans_ts;trans_type;trans_amount;trans_currency;trans_auth_code;trans_auth_date;payment_method;origination;is_pin_entry;is_signed;is_unattended;swipe_type;terminal_id;event_ids;event
df414c75586bf365f7f8515efb59981492d3a232429dd2e6faac3fc35c72df95;5;1651337248.0;1;881.44;USD;354289;1651337248.0;9;1;0;0;1;0;tid-r1-5311928n;d116faef-9956-4590-86a2-537ff13745b9;
df414c75586bf365f7f8515efb59981492d3a232429dd2e6faac3fc35c72df95;5;1651586830.0;1;7.93;USD;623680;1651586830.0;4;1;0;0;0;0;tid-u1-6218115K;40baca42-5474-4b6f-a61e-4d2dfa806c6b;
df414c75586bf365f7f8515efb59981492d3a232429dd2e6faac3fc35c72df95;5;1651487329.0;1;5.30;USD;939566;1651487329.0;3;1;1;1;1;0;tid-a9-6869064E;e53ed5c4-5599-40d6-93d8-c6feeb4a0ae2;
df414c75586bf365f7f8515efb59981492d3a232429dd2e6faac3fc35c72df95;5;1651464549.0;1;4,929.52;USD;999466;1651464549.0;5;1;0;1;1;1;tid-z4-1597702R;50c3220d-3faa-465d-9f10-03a6d6e62919;
df414c75586bf365f7f8515efb59981492d3a232429dd2e6faac3fc35c72df95;5;1651429609.0;1;0.45;USD;513125;1651429609.0;8;1;0;1;0;1;tid-W1-1281578F;bddfedf3-7c17-4222-a223-f22c39ff2ce0;
df414c75586bf365f7f8515efb59981492d3a232429dd2e6faac3fc35c72df95;5;1651450735.0;1;16.73;USD;476775;1651450735.0;1;1;0;0;0;1;tid-t6-7287766u;496f4bb2-a2e8-4baa-a3ad-d56c54478925;
df414c75586bf365f7f8515efb59981492d3a232429dd2e6faac3fc35c72df95;5;1651467153.0;1;896.52;USD;919579;1651467153.0;6;1;1;0;0;1;tid-h7-9625355W;77d39a49-0669-4019-9350-4f7658744ab4;
f41e2bbbec8d44688c000f22b03a5ee1e3528a4a25d72aefcfe5c342da5b67b8;5;1651463175.0;1;75.01;USD;810389;1651463175.0;2;1;1;1;0;0;tid-K3-4769939L;5d73ecbf-773e-4ed9-8ea7-9700f87fd4e4;
f41e2bbbec8d44688c000f22b03a5ee1e3528a4a25d72aefcfe5c342da5b67b8;5;1651426119.0;1;25.89;USD;767548;1651426119.0;6;1;1;0;1;1;tid-u1-6218115K;dbda4780-48fc-4d79-9e42-92ec74453bd5;
f41e2bbbec8d44688c000f22b03a5ee1e3528a4a25d72aefcfe5c342da5b67b8;5;1651447126.0;1;65,311.43;USD;108662;1651447126.0;4;1;0;1;1;0;tid-B3-8452347B;255d317a-adc0-4c25-aa81-4052c10a6141;
f41e2bbbec8d44688c000f22b03a5ee1e3528a4a25d72aefcfe5c342da5b67b8;5;1651587810.0;1;377.48;USD;865478;1651587810.0;10;1;0;1;0;1;tid-F9-6765918Y;e32730a7-addc-4fa8-a79b-34fec611f4f5;
f41e2bbbec8d44688c000f22b03a5ee1e3528a4a25d72aefcfe5c342da5b67b8;5;1651482397.0;1;6,447.34;USD;744091;1651482397.0;1;1;1;0;0;1;tid-v3-6803196E;dd9bddef-99ad-40e7-99c0-a123dd012457;
f41e2bbbec8d44688c000f22b03a5ee1e3528a4a25d72aefcfe5c342da5b67b8;5;1651443185.0;1;933.30;USD;596413;1651443185.0;8;1;1;1;0;0;tid-I4-4514690v;6cac25e2-06bf-4a0d-80f0-e907c694fe59;
f41e2bbbec8d44688c000f22b03a5ee1e3528a4a25d72aefcfe5c342da5b67b8;5;1651465420.0;1;4.45;USD;663090;1651465420.0;3;1;1;1;1;0;tid-Q1-5444794x;8167e586-e3d8-4512-b468-0f46127cec75;
f41e2bbbec8d44688c000f22b03a5ee1e3528a4a25d72aefcfe5c342da5b67b8;5;1651582874.0;1;49,910.33;USD;761686;1651582874.0;5;1;0;1;0;0;tid-e5-2645681J;52937610-314a-4fa1-bb55-2a9758c94294;
f41e2bbbec8d44688c000f22b03a5ee1e3528a4a25d72aefcfe5c342da5b67b8;5;1651439019.0;1;5.42;USD;145968;1651439019.0;1;1;1;1;1;1;tid-p4-5002905i;028b34f7-90c3-4840-8c4e-a386cdee2773;
f41e2bbbec8d44688c000f22b03a5ee1e3528a4a25d72aefcfe5c342da5b67b8;5;1651504095.0;1;9.80;USD;459249;1651504095.0;2;1;1;1;1;1;tid-P7-188456o;ef053a06-65da-4d29-ac8b-97f6d772ef8e;
d4f7b4997c3101130d00b90ee0ff3db67786c3962e436729605d164e17408cdd;5;1651366155.0;1;15,163.83;USD;130470;1651366155.0;2;1;1;0;1;0;tid-C6-3841909e;06b5208a-a70f-4bac-8a08-e1daa7f9547a;
d4f7b4997c3101130d00b90ee0ff3db67786c3962e436729605d164e17408cdd;5;1651354027.0;1;39.30;USD;761949;1651354027.0;6;1;0;1;0;1;tid-w4-7853661i;aee1bb03-3bd5-4e09-9183-51cdf3d8f398;
d4f7b4997c3101130d00b90ee0ff3db67786c3962e436729605d164e17408cdd;5;1651474431.0;1;8,126.78;USD;558978;1651474431.0;3;1;0;0;0;1;tid-h4-4847490j;054683f4-78cb-4737-80e1-e63806864a1d;
d4f7b4997c3101130d00b90ee0ff3db67786c3962e436729605d164e17408cdd;5;1651403113.0;1;91,209.41;USD;959374;1651403113.0;5;1;1;1;0;0;tid-W8-1455175z;f7096aff-53fd-40c6-b479-6359a8fb9d8f;
d4f7b4997c3101130d00b90ee0ff3db67786c3962e436729605d164e17408cdd;5;1651364028.0;1;30,777.08;USD;140616;1651364028.0;3;1;1;1;0;0;tid-r3-6023166c;6fbe57ab-fb7f-4894-b573-e8d8c21abf51;
d4f7b4997c3101130d00b90ee0ff3db67786c3962e436729605d164e17408cdd;5;1651422868.0;1;468.74;USD;207348;1651422868.0;11;1;1;0;1;1;tid-C9-1762780S;060e6966-70bc-4217-97a1-496323b55b34;
d4f7b4997c3101130d00b90ee0ff3db67786c3962e436729605d164e17408cdd;5;1651501122.0;1;231.67;USD;243637;1651501122.0;7;1;1;1;1;0;tid-s7-8892684p;e2dbc0e4-3aca-4c60-b208-9cf4e0f353b5;
d4f7b4997c3101130d00b90ee0ff3db67786c3962e436729605d164e17408cdd;5;1651511433.0;1;562.17;USD;946275;1651511433.0;9;1;1;1;0;1;tid-c3-1803288G;22b01e3a-dc14-44d8-a161-b4a78af75d13;
d4f7b4997c3101130d00b90ee0ff3db67786c3962e436729605d164e17408cdd;5;1651401368.0;1;7.17;USD;518900;1651401368.0;1;1;1;0;1;1;tid-Z1-5339338p;2fd01f46-9249-49ba-a546-ba6045136646;
d4f7b4997c3101130d00b90ee0ff3db67786c3962e436729605d164e17408cdd;5;1651443063.0;1;1.99;USD;585465;1651443063.0;8;1;0;1;0;0;tid-B5-3598668D;441142e8-172e-408c-8bde-44f7031a5cef;
8a01a36d53fb47d699f321b77cc356d1e2de0ca7fcaf5f1fd5cb94f6a2010154;5;1651577359.0;1;2,378.89;USD;537515;1651577359.0;6;1;0;1;1;0;tid-S8-9197885B;314bbd39-0943-4b02-88ba-1c449d01a2ae;
8a01a36d53fb47d699f321b77cc356d1e2de0ca7fcaf5f1fd5cb94f6a2010154;5;1651480004.0;1;95.17;USD;976462;1651480004.0;8;1;0;0;0;1;tid-D8-9939930c;06b4502b-0406-486c-8901-477a5735fb5b;
8a01a36d53fb47d699f321b77cc356d1e2de0ca7fcaf5f1fd5cb94f6a2010154;5;1651413254.0;1;35.72;USD;815102;1651413254.0;8;1;0;0;1;0;tid-w4-6276811y;e9e9c0dd-f053-424d-b123-8cafaeccfee3;
8a01a36d53fb47d699f321b77cc356d1e2de0ca7fcaf5f1fd5cb94f6a2010154;5;1651398910.0;1;501.11;USD;235549;1651398910.0;5;1;1;1;1;0;tid-T3-6339890d;c15d516a-02fb-4a4d-a02d-8a4f72874a21;
8a01a36d53fb47d699f321b77cc356d1e2de0ca7fcaf5f1fd5cb94f6a2010154;5;1651377481.0;1;66.03;USD;214930;1651377481.0;9;1;1;0;1;0;tid-B3-0296723U;394ebae7-d579-4bd1-b27c-6e16b341bde4;
8a01a36d53fb47d699f321b77cc356d1e2de0ca7fcaf5f1fd5cb94f6a2010154;5;1651554370.0;1;60,617.49;USD;362999;1651554370.0;9;1;1;1;0;0;tid-P5-201480S;1c86318c-7a67-48c5-9c80-4dfdff200aa9;
8a01a36d53fb47d699f321b77cc356d1e2de0ca7fcaf5f1fd5cb94f6a2010154;5;1651517783.0;1;353.93;USD;876192;1651517783.0;11;1;1;0;0;0;tid-g8-6624P;a60ea81f-6547-4116-86f1-cddd6e3a6c56;
8a01a36d53fb47d699f321b77cc356d1e2de0ca7fcaf5f1fd5cb94f6a2010154;5;1651539998.0;1;2.30;USD;886069;1651539998.0;9;1;1;1;0;0;tid-v7-7545380u;07df94be-6920-4115-bbea-51bafcaa5256;
8a01a36d53fb47d699f321b77cc356d1e2de0ca7fcaf5f1fd5cb94f6a2010154;5;1651498520.0;1;5.93;USD;327881;1651498520.0;3;1;0;1;1;1;tid-g7-8937505r;a4f88c06-9302-4c84-9f34-d240176d855d;
8a01a36d53fb47d699f321b77cc356d1e2de0ca7fcaf5f1fd5cb94f6a2010154;5;1651501362.0;1;1.00;USD;537065;1651501362.0;6;1;1;1;0;0;tid-f7-2526025g;8c45470d-c19a-4991-83aa-547f9d40cc28;
f91b5a2c484ee973b3999a96fecdd77b33024556a21e41dadeedecf47842c23c;5;1651450325.0;1;78,660.13;USD;952863;1651450325.0;9;1;0;1;0;0;tid-E4-440299P;9f7de14c-0312-4fcd-b39c-fc9584c52f78;
f91b5a2c484ee973b3999a96fecdd77b33024556a21e41dadeedecf47842c23c;5;1651366145.0;1;8,135.96;USD;996801;1651366145.0;11;1;0;1;1;1;tid-Z0-7123950d;f8363958-17c8-40b5-803c-06cf8e05f76e;
f91b5a2c484ee973b3999a96fecdd77b33024556a21e41dadeedecf47842c23c;5;1651498982.0;1;520.91;USD;976369;1651498982.0;4;1;1;0;1;0;tid-F9-9125470t;e8531e38-bf23-44ea-b4c5-b61eac6f5ba3;
f91b5a2c484ee973b3999a96fecdd77b33024556a21e41dadeedecf47842c23c;5;1651480793.0;1;22,709.47;USD;359218;1651480793.0;9;1;1;1;1;1;tid-E4-8909729T;db95612d-6e14-4032-b778-a7fb87cbd1d2;
f91b5a2c484ee973b3999a96fecdd77b33024556a21e41dadeedecf47842c23c;5;1651448433.0;1;70.24;USD;506996;1651448433.0;5;1;1;0;0;0;tid-K0-0173726n;3b4e86e7-818c-41df-af10-a11a0e32d187;
f91b5a2c484ee973b3999a96fecdd77b33024556a21e41dadeedecf47842c23c;5;1651375101.0;1;1.97;USD;696679;1651375101.0;3;1;1;1;1;0;tid-H1-9722444o;3b871d64-5e53-4940-993a-16a738ac7291;
f91b5a2c484ee973b3999a96fecdd77b33024556a21e41dadeedecf47842c23c;5;1651575585.0;1;952.08;USD;767359;1651575585.0;5;1;0;0;1;0;tid-e1-4387212b;f2b84aea-0862-42f1-bff0-ada971e9c3b7;
f91b5a2c484ee973b3999a96fecdd77b33024556a21e41dadeedecf47842c23c;5;1651538476.0;1;2,393.22;USD;757656;1651538476.0;8;1;0;0;1;0;tid-b0-8666473v;f3327d84-3b96-4bce-afd6-14eee6c78733;
f91b5a2c484ee973b3999a96fecdd77b33024556a21e41dadeedecf47842c23c;5;1651420616.0;1;11,057.73;USD;540968;1651420616.0;5;1;1;1;0;0;tid-k1-4716013V;5c9bbcb6-5564-4378-b1bb-140edb725c79;
f91b5a2c484ee973b3999a96fecdd77b33024556a21e41dadeedecf47842c23c;5;1651543902.0;1;60,885.48;USD;554270;1651543902.0;7;1;1;1;1;0;tid-s3-7983471O;be55ee48-4d4d-4510-b67d-29a84d0ea7db;
ae8488d0c45363534416e2c9f1707e469af15a9778823acf1a4282077cabea97;5;1651399518.0;1;47,501.83;USD;704979;1651399518.0;1;1;1;1;0;0;tid-y0-2042078p;f972f6ee-92fc-4d10-9838-19e9e8d19bc2;
ae8488d0c45363534416e2c9f1707e469af15a9778823acf1a4282077cabea97;5;1651572691.0;1;2.25;USD;485755;1651572691.0;11;1;0;1;0;0;tid-K6-4985114I;f56c37b5-7277-4ede-9479-38ba6127292d;
ae8488d0c45363534416e2c9f1707e469af15a9778823acf1a4282077cabea97;5;1651576029.0;1;65.62;USD;904166;1651576029.0;1;1;0;1;0;0;tid-O5-4988438a;62e5b8fe-6d62-4d63-8b10-3f3d688a54c0;
ae8488d0c45363534416e2c9f1707e469af15a9778823acf1a4282077cabea97;5;1651470691.0;1;25.68;USD;532951;1651470691.0;7;1;1;1;1;0;tid-L7-4776917K;ff5749d0-5255-4d18-84fc-dd0726fc0fd6;
ae8488d0c45363534416e2c9f1707e469af15a9778823acf1a4282077cabea97;5;1651350703.0;1;370.27;USD;737980;1651350703.0;11;1;1;1;1;0;tid-H6-9722951U;a1e58650-2bf2-4971-b2bb-c5286a2e34ba;
ae8488d0c45363534416e2c9f1707e469af15a9778823acf1a4282077cabea97;5;1651399755.0;1;4,724.72;USD;382646;1651399755.0;3;1;1;1;0;0;tid-j9-7572024J;12670094-b1ef-49cf-b476-5afd4121e193;
ae8488d0c45363534416e2c9f1707e469af15a9778823acf1a4282077cabea97;5;1651558656.0;1;50,833.24;USD;189189;1651558656.0;7;1;1;1;1;0;tid-T2-5826287k;42f9843f-9944-4b4c-8206-c62b05c7bbd9;
ae8488d0c45363534416e2c9f1707e469af15a9778823acf1a4282077cabea97;5;1651348958.0;1;959.57;USD;168818;1651348958.0;11;1;0;0;0;1;tid-e8-4101544M;35a2fa9d-b4ad-4889-9576-734f84a9ffef;
ae8488d0c45363534416e2c9f1707e469af15a9778823acf1a4282077cabea97;5;1651466061.0;1;84.26;USD;223448;1651466061.0;2;1;0;1;0;1;tid-d0-6514219T;ad89fb31-18c7-4f0b-9b32-f001368273f5;
ae8488d0c45363534416e2c9f1707e469af15a9778823acf1a4282077cabea97;5;1651426502.0;1;11.46;USD;754808;1651426502.0;6;1;0;1;1;1;tid-e6-3106841l;7126e583-5a85-4099-946f-11db6ac15c6f;
6e1e2ba9cd529df1bd5db8dd1403e550b025d6dc860647b3b18763f6a1ef49e4;5;1651421964.0;1;44,064.63;USD;504635;1651421964.0;7;1;1;0;0;1;tid-b8-5305772M;27b0dd16-2dcb-41e6-a632-dfe8aa648b7c;
6e1e2ba9cd529df1bd5db8dd1403e550b025d6dc860647b3b18763f6a1ef49e4;5;1651559244.0;1;47.64;USD;100575;1651559244.0;10;1;0;0;0;1;tid-h6-7766591n;f7c017b3-4c8f-4f30-8cff-de9f5d012e12;
6e1e2ba9cd529df1bd5db8dd1403e550b025d6dc860647b3b18763f6a1ef49e4;5;1651438224.0;1;176.56;USD;862869;1651438224.0;8;1;1;1;0;0;tid-O3-0431428R;859a4f68-5fb6-4982-b5cf-05da3d8a9919;
6e1e2ba9cd529df1bd5db8dd1403e550b025d6dc860647b3b18763f6a1ef49e4;5;1651417753.0;1;59,476.65;USD;231263;1651417753.0;10;1;1;1;1;0;tid-V8-8388105G;4d6151c9-fd3c-4cef-ad23-231e53266029;
6e1e2ba9cd529df1bd5db8dd1403e550b025d6dc860647b3b18763f6a1ef49e4;5;1651347018.0;1;689.43;USD;768595;1651347018.0;3;1;0;0;1;1;tid-n0-8898663Z;15ecc741-2a5d-44bd-afcd-2d5905a08a13;
6e1e2ba9cd529df1bd5db8dd1403e550b025d6dc860647b3b18763f6a1ef49e4;5;1651421331.0;1;948.80;USD;430160;1651421331.0;2;1;0;1;0;1;tid-D6-9151091n;04ec9bd1-15f0-4d31-b04e-78cc96ee7a8b;
6e1e2ba9cd529df1bd5db8dd1403e550b025d6dc860647b3b18763f6a1ef49e4;5;1651491033.0;1;78,763.37;USD;814966;1651491033.0;4;1;1;0;1;1;tid-t6-7217864s;11e68c41-5957-4d90-a95d-e8c2bfeff9bd;
6e1e2ba9cd529df1bd5db8dd1403e550b025d6dc860647b3b18763f6a1ef49e4;5;1651590965.0;1;72.53;USD;398553;1651590965.0;11;1;0;0;0;0;tid-W0-5335614j;20ce9ad0-5168-4ebb-87ca-f90fe2a46862;
6e1e2ba9cd529df1bd5db8dd1403e550b025d6dc860647b3b18763f6a1ef49e4;5;1651511795.0;1;29,598.63;USD;770275;1651511795.0;2;1;1;1;1;0;tid-c7-9424124H;ad5395d7-b19e-42a4-9b51-5be623bc1bf2;
6e1e2ba9cd529df1bd5db8dd1403e550b025d6dc860647b3b18763f6a1ef49e4;5;1651470031.0;1;466.66;USD;596303;1651470031.0;3;1;0;0;1;0;tid-E7-0507445m;89ea4164-ef62-403f-a41c-472cf42ba809;
74a562869e06fcae119290a843d79a947338317852c71e72aa77d17f69a5dc17;5;1651481526.0;1;8,797.01;USD;798786;1651481526.0;9;1;1;1;1;0;tid-u2-9156160M;b4e1a623-24de-4492-b62e-49e765bafd3e;
74a562869e06fcae119290a843d79a947338317852c71e72aa77d17f69a5dc17;5;1651557321.0;1;27,368.33;USD;884590;1651557321.0;7;1;1;0;0;0;tid-Z8-5185062H;a0cacdfb-ebff-4bdb-9acb-ec778effbb62;
74a562869e06fcae119290a843d79a947338317852c71e72aa77d17f69a5dc17;5;1651573594.0;1;82,736.23;USD;584149;1651573594.0;5;1;1;1;0;1;tid-E0-9729229q;f531f6af-f356-42a7-b5cf-d3ee1e6709f0;
74a562869e06fcae119290a843d79a947338317852c71e72aa77d17f69a5dc17;5;1651352216.0;1;2.12;USD;902274;1651352216.0;10;1;0;1;0;1;tid-g2-6621162n;900d4284-bb29-4648-a123-d54bdc8463a3;
74a562869e06fcae119290a843d79a947338317852c71e72aa77d17f69a5dc17;5;1651594325.0;1;29,489.70;USD;965808;1651594325.0;6;1;1;0;1;1;tid-q7-307832e;7d2fb718-6a1c-411e-80d6-e3069d508436;
74a562869e06fcae119290a843d79a947338317852c71e72aa77d17f69a5dc17;5;1651355203.0;1;503.48;USD;824831;1651355203.0;1;1;0;1;1;0;tid-r2-2195906e;70779991-8173-4e3d-a5e5-0bbc23b5d398;
74a562869e06fcae119290a843d79a947338317852c71e72aa77d17f69a5dc17;5;1651513410.0;1;3.10;USD;332526;1651513410.0;8;1;1;1;0;1;tid-h7-0587674f;3f12c689-7f55-4416-91f6-3ab7b4425a0d;
74a562869e06fcae119290a843d79a947338317852c71e72aa77d17f69a5dc17;5;1651537214.0;1;83.00;USD;937819;1651537214.0;5;1;0;1;1;1;tid-f8-2469515t;a28da403-6045-41b3-bf81-86ec9a6758d9;
74a562869e06fcae119290a843d79a947338317852c71e72aa77d17f69a5dc17;5;1651398459.0;1;4,482.36;USD;403660;1651398459.0;8;1;0;1;0;1;tid-a8-9821050T;40cfbd77-faec-47aa-bdf4-3feeaa039328;
74a562869e06fcae119290a843d79a947338317852c71e72aa77d17f69a5dc17;5;1651424279.0;1;364.74;USD;820712;1651424279.0;3;1;1;1;0;0;tid-c5-6179155f;0064ab31-af48-43d8-b9f2-ae4c373bec83;
11a01214d1e9bafba5cc6b4cce5106b36849aaaab280008568c806b943aad0da;5;1651431168.0;1;24,027.18;USD;417698;1651431168.0;6;1;0;1;1;1;tid-G2-1168190i;1d1990d1-383c-4711-8f47-2b51eff9d6e4;
11a01214d1e9bafba5cc6b4cce5106b36849aaaab280008568c806b943aad0da;5;1651446596.0;1;2,327.97;USD;214446;1651446596.0;9;1;1;0;1;0;tid-q8-8952882q;8e8cf5cf-5bf0-44b3-bfc8-e2de791d7173;
11a01214d1e9bafba5cc6b4cce5106b36849aaaab280008568c806b943aad0da;5;1651495037.0;1;59,112.14;USD;559536;1651495037.0;11;1;0;0;0;0;tid-o0-8609145i;093d5035-8321-4a9f-9e6a-87b493290c44;
11a01214d1e9bafba5cc6b4cce5106b36849aaaab280008568c806b943aad0da;5;1651562686.0;1;340.60;USD;821940;1651562686.0;11;1;1;1;1;1;tid-E5-7912378S;8f230526-5a3f-4c4d-92ab-0be4c6d2bfbb;
11a01214d1e9bafba5cc6b4cce5106b36849aaaab280008568c806b943aad0da;5;1651587409.0;1;86,608.70;USD;364464;1651587409.0;10;1;0;0;0;0;tid-a8-9228664U;13787c39-42b7-4a5f-8fd9-e356b1ba99cf;
11a01214d1e9bafba5cc6b4cce5106b36849aaaab280008568c806b943aad0da;5;1651335841.0;1;95.07;USD;626796;1651335841.0;6;1;0;0;0;1;tid-m5-0822056l;cb9c67f8-414d-4c3e-9bbc-c3ca21f3e529;
11a01214d1e9bafba5cc6b4cce5106b36849aaaab280008568c806b943aad0da;5;1651519734.0;1;1.18;USD;105419;1651519734.0;7;1;0;0;0;1;tid-e7-3926026u;c9af3a1b-6081-4045-9ef5-015f36e7fee0;
11a01214d1e9bafba5cc6b4cce5106b36849aaaab280008568c806b943aad0da;5;1651539534.0;1;920.70;USD;176513;1651539534.0;1;1;1;1;0;1;tid-J7-9986529K;c3308a26-362d-4fcf-8482-44d9445d8359;
11a01214d1e9bafba5cc6b4cce5106b36849aaaab280008568c806b943aad0da;5;1651517156.0;1;29,734.65;USD;245086;1651517156.0;8;1;0;1;0;0;tid-t4-2985616e;79ca1e63-3a04-4ccd-8751-3af307e70998;
11a01214d1e9bafba5cc6b4cce5106b36849aaaab280008568c806b943aad0da;5;1651431479.0;1;0.73;USD;582500;1651431479.0;5;1;1;1;0;1;tid-b5-5796426M;d8b53f84-a351-4794-81e6-e35f0ef0af14;
e701e47f6128564be61b3bc4cde720bac6ea55eae1cbf1714646016535d7617c;5;1651565610.0;1;127.94;USD;873385;1651565610.0;1;1;0;0;1;0;tid-z1-1239452Y;9f220d9a-b1dc-4095-91ed-c03d4ce66827;
e701e47f6128564be61b3bc4cde720bac6ea55eae1cbf1714646016535d7617c;5;1651592978.0;1;49.83;USD;406975;1651592978.0;6;1;1;1;0;0;tid-L8-3359105L;bdcbf0a9-8f18-4f92-911a-a7f9f54e0190;
e701e47f6128564be61b3bc4cde720bac6ea55eae1cbf1714646016535d7617c;5;1651391612.0;1;7,193.64;USD;819987;1651391612.0;10;1;1;0;1;0;tid-i7-703584s;81eb9367-596d-4859-8386-8e2a1a6f65f8;
e701e47f6128564be61b3bc4cde720bac6ea55eae1cbf1714646016535d7617c;5;1651527037.0;1;297.55;USD;395368;1651527037.0;11;1;0;1;1;0;tid-w9-2096906U;79a0ae1d-8270-40c7-955e-08f8d61c2311;
e701e47f6128564be61b3bc4cde720bac6ea55eae1cbf1714646016535d7617c;5;1651576630.0;1;264.46;USD;668550;1651576630.0;3;1;0;1;1;0;tid-u2-0277431v;a6d3733e-34bd-4ac2-8b90-72c984700eb8;
e701e47f6128564be61b3bc4cde720bac6ea55eae1cbf1714646016535d7617c;5;1651361391.0;1;94,273.22;USD;206778;1651361391.0;1;1;0;1;0;0;tid-K9-7853031T;667c65d9-a35c-424f-bfdb-dac6bf50bb53;
e701e47f6128564be61b3bc4cde720bac6ea55eae1cbf1714646016535d7617c;5;1651433484.0;1;2.97;USD;356470;1651433484.0;2;1;1;0;1;1;tid-C1-0209446e;33201063-0845-4455-8809-9d2ea70bc79a;
e701e47f6128564be61b3bc4cde720bac6ea55eae1cbf1714646016535d7617c;5;1651363961.0;1;538.64;USD;601582;1651363961.0;11;1;1;1;0;1;tid-b8-9246234C;b4c7a20a-10ba-426b-87ec-3f5da766525f;
e701e47f6128564be61b3bc4cde720bac6ea55eae1cbf1714646016535d7617c;5;1651518384.0;1;5,511.73;USD;523883;1651518384.0;9;1;0;0;0;0;tid-X2-5089153T;f70cff43-8b24-48d8-858e-89c3d41f6eb3;
e701e47f6128564be61b3bc4cde720bac6ea55eae1cbf1714646016535d7617c;5;1651361575.0;1;4.63;USD;612571;1651361575.0;9;1;0;1;1;0;tid-C6-6002944B;2027cf4e-332b-48d4-9a64-2f3dfcd8e2dc;
e208c9fbb90ac7e737493f801b7f6669adb820a512b2f4ec2cf74e821cbf9e3d;5;1651407228.0;1;186.19;USD;294813;1651407228.0;9;1;1;0;1;0;tid-C6-3962629F;c847cb8f-047c-4d86-98c7-3d6fff1a3c99;
e208c9fbb90ac7e737493f801b7f6669adb820a512b2f4ec2cf74e821cbf9e3d;5;1651486202.0;1;6.28;USD;891380;1651486202.0;9;1;0;1;1;0;tid-L2-903867q;8cc9a703-5a71-4336-addd-9d8afb29945e;
e208c9fbb90ac7e737493f801b7f6669adb820a512b2f4ec2cf74e821cbf9e3d;5;1651524046.0;1;92,419.70;USD;547125;1651524046.0;10;1;1;1;1;0;tid-C2-3834940U;1083f6c9-e86d-4192-a7ee-ba4d9855af67;
e208c9fbb90ac7e737493f801b7f6669adb820a512b2f4ec2cf74e821cbf9e3d;5;1651414256.0;1;13.72;USD;242059;1651414256.0;8;1;0;1;1;0;tid-z9-8249490D;b3c60e92-aba9-41b0-a7fc-149595cfbcee;
e208c9fbb90ac7e737493f801b7f6669adb820a512b2f4ec2cf74e821cbf9e3d;5;1651342970.0;1;48.28;USD;198273;1651342970.0;4;1;0;1;0;1;tid-i8-6734389R;d6bd14d2-a835-4bde-a0fa-aa167a0cf9df;
e208c9fbb90ac7e737493f801b7f6669adb820a512b2f4ec2cf74e821cbf9e3d;5;1651447126.0;1;8,784.29;USD;978993;1651447126.0;4;1;1;1;1;0;tid-H2-9154706V;ce911967-44cb-4a0b-883b-ac945a9d7d5c;
e208c9fbb90ac7e737493f801b7f6669adb820a512b2f4ec2cf74e821cbf9e3d;5;1651528942.0;1;275.36;USD;583461;1651528942.0;6;1;1;1;0;1;tid-w4-8798042a;2c83a3f7-218b-41cd-9cd4-537c2e3d32e3;
e208c9fbb90ac7e737493f801b7f6669adb820a512b2f4ec2cf74e821cbf9e3d;5;1651523039.0;1;9,145.93;USD;805094;1651523039.0;10;1;1;0;0;0;tid-i9-3894380l;07e7ebbd-57a3-48bf-8daf-ea16568b543f;
e208c9fbb90ac7e737493f801b7f6669adb820a512b2f4ec2cf74e821cbf9e3d;5;1651582989.0;1;72,566.59;USD;249386;1651582989.0;6;1;0;0;0;0;tid-q3-228482U;d16720cc-2952-4a43-9f90-c5a1612f8728;
e208c9fbb90ac7e737493f801b7f6669adb820a512b2f4ec2cf74e821cbf9e3d;5;1651518477.0;1;4.42;USD;227857;1651518477.0;5;1;1;1;1;1;tid-P0-4032192d;a5d84c79-ee99-4b61-8386-b3bcd6095729;
e2fcc029a10754321ff0b414a1257718fd138ad7928319203edac257a36d7972;5;1651534860.0;1;2,516.09;USD;637153;1651534860.0;9;1;0;1;0;1;tid-H7-2481989d;703b9c13-68aa-4434-bfdf-df37882fd82a;
e2fcc029a10754321ff0b414a1257718fd138ad7928319203edac257a36d7972;5;1651485889.0;1;32,991.96;USD;235754;1651485889.0;9;1;0;0;0;1;tid-a4-9807078j;d1147317-668b-46e5-8f80-24cfdd131234;
e2fcc029a10754321ff0b414a1257718fd138ad7928319203edac257a36d7972;5;1651448534.0;1;5,109.66;USD;318417;1651448534.0;11;1;1;1;1;1;tid-V6-3482527G;f268fc22-7fcd-46e4-a922-3fa0de2be2af;
e2fcc029a10754321ff0b414a1257718fd138ad7928319203edac257a36d7972;5;1651419092.0;1;58.59;USD;434172;1651419092.0;2;1;0;0;1;1;tid-G1-7161148g;fc768875-bead-48a0-a786-0d8b09cf0ea9;
e2fcc029a10754321ff0b414a1257718fd138ad7928319203edac257a36d7972;5;1651429481.0;1;149.36;USD;438018;1651429481.0;9;1;0;0;0;0;tid-G9-8065409p;957ec620-2d5d-4407-98ec-f38e006db883;
e2fcc029a10754321ff0b414a1257718fd138ad7928319203edac257a36d7972;5;1651396572.0;1;7.15;USD;278111;1651396572.0;2;1;1;0;1;1;tid-R5-6003054F;bc1d74db-24b7-4115-b691-2aab89687818;
e2fcc029a10754321ff0b414a1257718fd138ad7928319203edac257a36d7972;5;1651529217.0;1;8,215.80;USD;941958;1651529217.0;10;1;0;0;0;0;tid-N1-8067618l;4f3d1bd8-0d78-4ec1-9274-407dc5bdf010;
